ID		      n           mean        sigma       rob_mean    rob_sigma            max            min
432.WFI.dat      73         22.597        0.383         22.603        0.387         23.663         21.912
433.WFI.dat      56         22.803        0.398         22.647        0.435         23.712         22.378
434.WFI.dat      77         23.017        0.195         22.984        0.171         23.643         22.623
436.WFI.dat      81         22.628        0.403         22.640        0.409         23.354         21.436
437.WFI.dat      23         22.551        0.298         22.557        0.262         23.248         21.939
438.WFI.dat       4         23.643        0.110         23.685        0.085         23.723         23.481
43.WFI.dat      79         20.461        0.233         20.532        0.146         21.040         19.623
440.WFI.dat      93         22.334        0.104         22.335        0.099         22.664         22.043
441.WFI.dat      83         22.785        0.129         22.789        0.140         23.024         22.433
442.WFI.dat      93         22.857        0.208         22.872        0.196         23.322         22.248
444.WFI.dat      91         22.225        0.290         22.257        0.323         22.840         21.506
445.WFI.dat      43         22.884        0.167         22.881        0.148         23.343         22.459
446.WFI.dat      54         21.618        0.213         21.638        0.171         22.334         21.118
447.WFI.dat      31         22.444        0.235         22.466        0.263         22.968         21.982
448.WFI.dat      88         22.208        0.266         22.250        0.235         23.013         21.235
449.WFI.dat      81         22.226        0.318         22.228        0.270         23.204         21.513
44.WFI.dat      58         20.853        0.090         20.851        0.064         21.105         20.580
450.WFI.dat       4         21.121        0.384         20.969        0.296         21.690         20.855
451.WFI.dat       3         22.292        0.125         22.292        0.097         22.418         22.169
453.WFI.dat      62         21.970        0.183         21.991        0.163         22.334         21.499
455.WFI.dat      86         23.031        0.185         23.081        0.170         23.305         22.491
456.WFI.dat       2         23.409        0.458         23.409        0.223         23.733         23.086
457.WFI.dat      28         22.055        0.233         22.021        0.260         22.611         21.692
458.WFI.dat      80         22.248        0.164         22.236        0.161         22.668         21.911
459.WFI.dat       3         22.895        0.272         22.902        0.210         23.150         22.609
45.WFI.dat      60         20.923        0.190         20.937        0.162         21.641         20.561
461.WFI.dat      93         22.859        0.244         22.862        0.214         24.084         22.352
464.WFI.dat      46         22.082        0.205         22.081        0.190         22.521         21.619
465.WFI.dat       2         23.318        0.209         23.318        0.102         23.466         23.170
467.WFI.dat      16         21.909        0.259         21.818        0.283         22.376         21.522
468.WFI.dat       8         22.411        0.102         22.395        0.103         22.611         22.306
